person_age,monthly_salary,person_income,loan_amnt,loan_tenure_months,loan_category,bank_roi,cibil_score,monthly_emi,emi_to_salary_ratio,savings_to_expense_ratio,night_transaction_ratio,cb_person_default_on_file,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_int_rate,loan_percent_income,cb_person_default_on_file_yn,cb_person_cred_hist_length,loan_status
59,34313.14,411757.68,366974.68,48,Education,12.15,658,9690.48,0.282413,0.167467,0.079497,0,MORTGAGE,1.27,EDUCATION,D,12.15,0.891239,N,39.98,0
57,76445.34,917344.08,985663.72,48,Personal,10.44,579,25208.01,0.329752,0.206882,0.061236,0,RENT,8.09,PERSONAL,E,10.44,1.0,N,39.01,0
34,41010.22,492122.64,261599.75,48,Personal,13.01,525,7019.63,0.171168,0.125814,0.041071,0,OWN,2.49,PERSONAL,F,13.01,0.531574,N,14.37,1
32,28529.37,342352.44,360856.69,48,Education,10.29,750,9203.24,0.322588,0.395492,0.073013,0,MORTGAGE,8.08,EDUCATION,B,10.29,1.0,N,13.6,0
32,40410.57,484926.84,800231.39,36,Auto,14.56,664,27566.8,0.682168,0.085206,0.158816,0,RENT,5.91,VENTURE,D,14.56,1.0,N,11.41,1
51,167836.03,2014032.36,1679392.87,12,Personal,14.35,654,151062.96,0.900063,0.07975,0.211493,0,RENT,9.1,PERSONAL,D,14.35,0.833846,N,34.11,0
36,25603.0,307236.0,214246.0,36,Education,12.14,585,7130.77,0.278513,0.302777,0.06863,1,OWN,8.92,EDUCATION,E,12.14,0.697334,Y,17.5,0
53,93424.79,1121097.48,1717988.19,36,Home,8.5,865,54232.66,0.580495,0.2197,0.122159,0,MORTGAGE,6.45,HOMEIMPROVEMENT,A,8.5,1.0,N,33.83,0
53,85319.52,1023834.24,814719.98,48,Education,11.79,789,21368.86,0.250457,0.257369,0.091698,0,RENT,7.42,EDUCATION,B,11.79,0.795754,N,37.66,0
47,46136.96,553643.52,1153292.19,24,Home,10.27,759,53363.21,1.156626,0.144539,0.134713,0,RENT,6.73,HOMEIMPROVEMENT,B,10.27,1.0,N,29.32,1
25,37002.44,444029.28,462027.37,60,Personal,14.52,547,10875.14,0.293903,0.283161,0.13245,0,MORTGAGE,3.48,PERSONAL,F,14.52,1.0,N,6.66,1
49,24367.24,292406.88,592125.17,60,Personal,10.93,695,12852.52,0.527451,0.120873,0.105655,0,RENT,2.13,PERSONAL,C,10.93,1.0,N,31.94,1
29,111655.03,1339860.36,2018535.37,36,Auto,10.95,608,66034.93,0.591419,0.246431,0.197735,0,MORTGAGE,3.68,VENTURE,E,10.95,1.0,N,9.9,1
43,25240.46,302885.52,268123.43,9,Business,9.85,842,31027.99,1.229296,0.12503,0.152283,0,RENT,5.19,VENTURE,A,9.85,0.88523,N,23.84,1
30,15000.0,180000.0,118143.93,60,Education,10.73,667,2552.88,0.170192,0.141981,0.048947,0,MORTGAGE,6.18,EDUCATION,D,10.73,0.656355,N,12.3,0
23,61992.41,743908.92,1304341.43,36,Home,11.44,769,42975.25,0.693234,0.416212,0.200595,0,MORTGAGE,2.5,HOMEIMPROVEMENT,B,11.44,1.0,N,4.0,1
46,22914.94,274979.28,470560.41,48,Education,12.26,537,12452.08,0.543405,0.342352,0.25828,1,MORTGAGE,3.15,EDUCATION,F,12.26,1.0,Y,30.08,1
39,48250.53,579006.36,525362.23,48,Home,10.58,699,13470.22,0.279172,0.331691,0.174563,0,MORTGAGE,6.17,HOMEIMPROVEMENT,C,10.58,0.907351,N,21.7,0
46,23010.79,276129.48,640507.95,48,Home,12.37,614,16984.76,0.738122,0.242487,0.201347,0,OWN,13.25,HOMEIMPROVEMENT,E,12.37,1.0,N,28.86,1
40,36359.42,436313.04,428498.6,24,Personal,12.85,575,20341.4,0.559453,0.204285,0.190359,0,MORTGAGE,5.99,PERSONAL,E,12.85,0.98209,N,23.8,1
35,53725.58,644706.96,593105.89,48,Auto,9.12,523,14792.49,0.275334,0.201219,0.035327,0,OWN,3.73,VENTURE,F,9.12,0.919962,N,17.44,0
21,60652.99,727835.88,706924.38,36,Home,9.95,539,22792.65,0.375788,0.198463,0.120764,1,RENT,3.0,HOMEIMPROVEMENT,F,9.95,0.971269,Y,2.47,1
32,115066.16,1380793.92,2577235.75,48,Business,12.52,532,68530.35,0.595573,0.335736,0.161337,1,MORTGAGE,3.08,VENTURE,F,12.52,1.0,Y,13.9,1
56,51577.35,618928.2,1070989.96,36,Home,9.36,521,34235.3,0.663766,0.160363,0.136459,0,MORTGAGE,18.2,HOMEIMPROVEMENT,F,9.36,1.0,N,37.64,1
51,54956.89,659482.68,1142686.91,60,Home,8.5,750,23443.97,0.426588,0.201667,0.028098,1,RENT,9.8,HOMEIMPROVEMENT,B,8.5,1.0,Y,32.48,1
39,44627.72,535532.64,429995.48,60,Personal,11.93,525,9550.51,0.214004,0.122738,0.01864,0,MORTGAGE,3.56,PERSONAL,F,11.93,0.802931,N,22.42,1
22,89712.93,1076555.16,1626476.59,12,Education,8.5,781,141860.93,1.581276,0.200589,0.374177,0,MORTGAGE,4.0,EDUCATION,B,8.5,1.0,N,4.92,1
60,26144.2,313730.4,281570.34,24,Business,14.16,690,13540.29,0.517908,0.165269,0.073857,0,RENT,9.8,VENTURE,C,14.16,0.897491,N,42.15,0
50,39634.69,475616.28,315452.95,36,Business,13.66,807,10728.81,0.270692,0.239535,0.035292,1,RENT,7.94,VENTURE,A,13.66,0.663251,Y,33.97,0
21,51494.58,617934.96,1399526.74,24,Home,10.29,528,64767.61,1.257756,0.285357,0.207691,0,MORTGAGE,3.0,HOMEIMPROVEMENT,F,10.29,1.0,N,1.98,1
29,29920.52,359046.24,357723.23,36,Home,8.5,636,11292.44,0.377415,0.147122,0.030292,0,RENT,4.69,HOMEIMPROVEMENT,D,8.5,0.996315,N,11.64,0
27,119069.77,1428837.24,1910252.22,24,Personal,11.11,652,89131.85,0.748568,0.196458,0.194926,1,MORTGAGE,1.92,PERSONAL,D,11.11,1.0,Y,8.13,1
57,62386.56,748638.72,1181604.09,24,Business,13.09,737,56228.33,0.901289,0.05,0.114871,0,OWN,2.99,VENTURE,C,13.09,1.0,N,39.2,1
59,24701.08,296412.96,177819.52,24,Personal,11.33,799,8314.84,0.336618,0.118697,0.069273,0,MORTGAGE,3.37,PERSONAL,B,11.33,0.599905,N,40.89,0
37,65841.38,790096.56,351475.99,48,Education,8.5,900,8663.29,0.131578,0.223733,0.130198,0,MORTGAGE,3.23,EDUCATION,A,8.5,0.444852,N,18.98,0
28,113103.29,1357239.48,1182405.09,36,Home,8.5,547,37325.62,0.330014,0.25509,0.060868,0,RENT,2.13,HOMEIMPROVEMENT,F,8.5,0.871184,N,10.42,1
46,33462.94,401555.28,729561.98,36,Auto,10.8,768,23814.52,0.711668,0.05,0.171718,0,MORTGAGE,6.94,VENTURE,B,10.8,1.0,N,28.72,1
31,116654.84,1399858.08,923385.49,60,Auto,8.85,543,19101.89,0.163747,0.154489,0.098498,0,MORTGAGE,8.88,VENTURE,F,8.85,0.659628,N,12.93,1
25,60122.52,721470.24,1294306.58,36,Home,11.32,791,42571.13,0.708073,0.08317,0.19561,0,RENT,6.9,HOMEIMPROVEMENT,B,11.32,1.0,N,5.55,1
31,58163.31,697959.72,890462.74,9,Home,8.62,597,102527.82,1.762758,0.05,0.149279,1,RENT,3.62,HOMEIMPROVEMENT,E,8.62,1.0,Y,11.79,1
31,105771.37,1269256.44,1850786.87,60,Auto,13.27,775,42371.46,0.400595,0.100608,0.113044,0,RENT,7.91,VENTURE,B,13.27,1.0,N,14.76,1
23,58234.17,698810.04,1004878.93,60,Business,17.17,740,25063.86,0.430398,0.106198,0.058198,1,MORTGAGE,5.0,VENTURE,B,17.17,1.0,Y,4.19,1
49,65132.12,781585.44,629414.58,60,Home,8.5,687,12913.4,0.198265,0.072999,0.004691,0,MORTGAGE,3.69,HOMEIMPROVEMENT,C,8.5,0.805305,N,29.38,0
35,54468.42,653621.04,1111099.06,24,Home,8.5,648,50505.76,0.927248,0.113889,0.250485,0,MORTGAGE,4.82,HOMEIMPROVEMENT,D,8.5,1.0,N,16.42,0
43,17992.76,215913.12,222948.59,9,Personal,10.01,648,25816.89,1.434849,0.303739,0.126321,0,RENT,2.92,PERSONAL,D,10.01,1.0,N,21.78,1
43,65967.18,791606.16,1639692.27,36,Auto,11.6,667,54149.55,0.820856,0.271057,0.164358,0,MORTGAGE,3.49,VENTURE,D,11.6,1.0,N,25.81,1
51,59951.79,719421.48,1443984.37,48,Business,9.68,695,36403.39,0.607211,0.12442,0.154479,1,RENT,0.71,VENTURE,C,9.68,1.0,Y,33.19,1
51,41026.77,492321.24,1036709.4,48,Home,10.07,717,26326.62,0.641694,0.232711,0.207294,0,RENT,4.61,HOMEIMPROVEMENT,C,10.07,1.0,N,32.56,1
43,15000.0,180000.0,290151.54,9,Personal,10.07,608,33606.66,2.240444,0.05,0.163837,1,OWN,2.17,PERSONAL,E,10.07,1.0,Y,25.22,1
54,74850.29,898203.48,785995.2,36,Home,9.86,725,25308.9,0.338127,0.102192,0.092628,0,RENT,5.27,HOMEIMPROVEMENT,C,9.86,0.875075,N,36.79,0
43,30754.39,369052.68,543747.95,12,Home,9.73,737,47736.34,1.55218,0.05,0.222421,0,OWN,3.27,HOMEIMPROVEMENT,C,9.73,1.0,N,26.64,0
22,26211.31,314535.72,328861.24,60,Personal,13.35,734,7541.61,0.287724,0.243019,0.085723,0,MORTGAGE,4.0,PERSONAL,C,13.35,1.0,N,1.31,1
55,24757.36,297088.32,457102.71,24,Home,10.54,795,21208.04,0.856636,0.050024,0.121892,0,RENT,3.62,HOMEIMPROVEMENT,B,10.54,1.0,N,39.95,1
51,15908.12,190897.44,242709.92,24,Auto,10.08,725,11208.88,0.704601,0.05,0.171031,0,OWN,4.84,VENTURE,C,10.08,1.0,N,33.19,0
37,67983.89,815806.68,865884.13,48,Personal,9.7,691,21837.29,0.321213,0.112267,0.069735,0,OTHER,2.09,PERSONAL,C,9.7,1.0,N,20.05,0
36,211845.57,2542146.84,2211240.71,60,Home,12.89,652,50193.53,0.236935,0.174267,0.006677,0,MORTGAGE,5.64,HOMEIMPROVEMENT,D,12.89,0.869832,N,18.48,0
56,36390.46,436685.52,524749.67,60,Auto,10.33,805,11234.18,0.308712,0.149833,0.066262,0,MORTGAGE,5.8,VENTURE,A,10.33,1.0,N,36.77,0
38,84339.47,1012073.64,843751.06,36,Business,9.82,738,27154.06,0.321961,0.23987,0.015786,0,RENT,7.64,VENTURE,C,9.82,0.833685,N,19.47,1
35,48719.4,584632.8,438784.59,24,Personal,15.97,593,21477.11,0.440833,0.151201,0.013221,0,RENT,6.09,PERSONAL,E,15.97,0.75053,N,19.71,0
50,60806.07,729672.84,1079879.24,24,Business,15.24,602,52483.29,0.863126,0.113091,0.237064,1,RENT,1.44,VENTURE,E,15.24,1.0,Y,33.91,1
34,49515.07,594180.84,477979.58,60,Personal,15.53,530,11503.87,0.232331,0.106469,0.047996,1,MORTGAGE,2.23,PERSONAL,F,15.53,0.804435,Y,16.48,1
37,82403.85,988846.2,519568.08,24,Home,10.98,571,24210.48,0.293803,0.145479,0.065603,1,RENT,19.0,HOMEIMPROVEMENT,E,10.98,0.525429,Y,17.75,0
52,24961.85,299542.2,214819.62,36,Business,14.04,773,7346.13,0.294294,0.125995,0.066813,0,OWN,5.96,VENTURE,B,14.04,0.71716,N,33.17,0
29,54706.35,656476.2,411285.58,24,Business,13.86,623,19719.09,0.360453,0.164297,0.069965,0,RENT,1.68,VENTURE,D,13.86,0.626505,N,9.55,0
21,101812.66,1221751.92,1125157.83,12,Education,12.61,574,100291.88,0.985063,0.05,0.229243,0,RENT,1.92,EDUCATION,E,12.61,0.920938,N,3.86,0
34,78487.78,941853.36,1761505.66,9,Personal,10.52,616,204401.82,2.60425,0.05,0.176169,0,MORTGAGE,0.68,PERSONAL,E,10.52,1.0,N,16.62,1
27,62680.57,752166.84,600187.71,60,Personal,15.02,533,14285.22,0.227905,0.16157,0.057034,0,RENT,8.97,PERSONAL,F,15.02,0.797945,N,8.92,0
35,54639.32,655671.84,440124.17,12,Personal,13.65,836,39444.54,0.721908,0.131219,0.161371,0,RENT,4.35,PERSONAL,A,13.65,0.671257,N,17.49,1
23,41501.13,498013.56,444170.03,48,Home,10.06,858,11278.63,0.271767,0.180597,0.167713,0,OWN,3.19,HOMEIMPROVEMENT,A,10.06,0.891883,N,7.83,0
44,41704.28,500451.36,575221.68,60,Home,8.5,877,11801.55,0.282982,0.34395,0.018633,0,OWN,3.21,HOMEIMPROVEMENT,A,8.5,1.0,N,25.51,0
41,20292.68,243512.16,322174.4,60,Business,12.6,634,7265.01,0.358011,0.165224,0.188199,0,MORTGAGE,6.57,VENTURE,D,12.6,1.0,N,24.04,0
31,69696.69,836360.28,776184.47,24,Personal,14.35,690,37393.52,0.536518,0.181471,0.182612,0,OWN,6.42,PERSONAL,C,14.35,0.92805,N,11.54,1
46,116879.26,1402551.12,2036691.34,24,Education,13.62,897,97421.83,0.833525,0.05,0.12471,0,OWN,5.6,EDUCATION,A,13.62,1.0,N,26.66,1
26,61477.34,737728.08,673509.74,36,Personal,11.26,660,22133.5,0.360027,0.133201,0.047095,0,RENT,6.6,PERSONAL,D,11.26,0.912951,N,9.13,0
21,52050.71,624608.52,384279.42,36,Education,8.67,683,12160.5,0.233628,0.095277,0.090088,0,MORTGAGE,3.0,EDUCATION,C,8.67,0.615232,N,2.6,0
40,73824.54,885894.48,1421151.56,24,Personal,11.24,634,66396.78,0.899386,0.101297,0.253511,0,MORTGAGE,6.12,PERSONAL,D,11.24,1.0,N,20.27,0
27,15000.0,180000.0,373391.24,12,Home,11.12,618,33022.58,2.201506,0.05,0.274053,0,RENT,6.16,HOMEIMPROVEMENT,E,11.12,1.0,N,8.68,0
55,38013.3,456159.6,473064.88,12,Home,10.81,700,41767.82,1.098769,0.203354,0.109816,0,RENT,2.71,HOMEIMPROVEMENT,C,10.81,1.0,N,36.65,0
33,49300.51,591606.12,790062.94,24,Education,11.58,550,37034.73,0.751204,0.146672,0.148143,1,MORTGAGE,4.03,EDUCATION,F,11.58,1.0,Y,14.48,1
38,18507.64,222091.68,341272.89,36,Auto,11.79,674,11301.41,0.610635,0.206347,0.163143,0,RENT,1.23,VENTURE,C,11.79,1.0,N,19.89,0
32,56743.39,680920.68,888741.29,12,Business,12.52,803,79181.28,1.395427,0.05,0.196234,1,MORTGAGE,5.87,VENTURE,A,12.52,1.0,Y,13.96,1
38,16975.88,203710.56,284315.95,48,Personal,12.86,752,7607.79,0.448153,0.05,0.080391,0,MORTGAGE,10.23,PERSONAL,B,12.86,1.0,N,19.89,1
24,78016.34,936196.08,1733867.07,12,Business,12.89,857,154771.79,1.983838,0.286494,0.279895,0,MORTGAGE,0.79,VENTURE,A,12.89,1.0,N,6.17,0
58,59012.99,708155.88,408104.93,24,Personal,13.43,900,19485.17,0.330184,0.410191,0.109507,0,RENT,0.55,PERSONAL,A,13.43,0.576293,N,41.12,0
27,45958.11,551497.32,547578.74,36,Home,9.54,810,17550.17,0.381873,0.276012,0.04318,0,OWN,4.26,HOMEIMPROVEMENT,A,9.54,0.992895,N,8.27,0
36,81378.09,976537.08,1691518.33,12,Personal,10.89,715,149409.49,1.835992,0.273174,0.220547,1,RENT,5.95,PERSONAL,C,10.89,1.0,Y,17.73,1
54,56286.96,675443.52,1004224.07,60,Home,8.5,751,20603.19,0.366038,0.28193,0.033042,0,RENT,9.67,HOMEIMPROVEMENT,B,8.5,1.0,N,34.29,0
38,68544.16,822529.92,525215.49,12,Education,8.86,789,45897.01,0.669598,0.11947,0.172178,0,OTHER,3.27,EDUCATION,B,8.86,0.638537,N,18.93,1
49,61091.56,733098.72,1732342.76,36,Home,11.32,591,56975.62,0.932627,0.315701,0.129681,0,MORTGAGE,8.72,HOMEIMPROVEMENT,E,11.32,1.0,N,30.53,0
23,30760.81,369129.72,799773.24,36,Education,11.97,699,26550.6,0.863131,0.138091,0.173355,0,MORTGAGE,5.0,EDUCATION,C,11.97,1.0,N,5.87,0
32,132052.87,1584634.44,2463856.28,60,Auto,11.9,680,54683.67,0.414104,0.076698,0.071616,0,RENT,2.5,VENTURE,C,11.9,1.0,N,12.48,0
51,108819.28,1305831.36,2149779.23,48,Home,12.59,742,57237.71,0.525989,0.271579,0.132008,0,MORTGAGE,3.43,HOMEIMPROVEMENT,B,12.59,1.0,N,31.98,0
31,66651.0,799812.0,1099004.12,24,Business,15.17,730,53376.16,0.800831,0.148493,0.135466,0,MORTGAGE,6.19,VENTURE,C,15.17,1.0,N,14.12,1
37,56399.76,676797.12,932221.57,24,Education,14.23,763,44862.2,0.795433,0.05,0.165922,0,RENT,3.2,EDUCATION,B,14.23,1.0,N,18.35,0
24,80837.68,970052.16,972279.99,36,Business,15.72,782,34048.67,0.421198,0.31753,0.155443,0,RENT,6.0,VENTURE,B,15.72,1.0,N,6.89,0
41,109764.48,1317173.76,2138916.66,9,Home,9.6,690,247262.87,2.252668,0.222992,0.171617,1,RENT,1.79,HOMEIMPROVEMENT,C,9.6,1.0,Y,21.72,0
34,161527.99,1938335.88,1347764.49,24,Business,12.27,573,63612.81,0.393819,0.201764,0.139122,1,MORTGAGE,9.01,VENTURE,E,12.27,0.69532,Y,16.25,1
55,37238.38,446860.56,214453.64,24,Personal,10.73,632,9968.47,0.267693,0.293465,0.056644,0,RENT,3.51,PERSONAL,D,10.73,0.479912,N,37.39,0
36,96518.56,1158222.72,2093468.89,36,Business,10.35,790,67897.01,0.703461,0.275514,0.224731,0,RENT,3.72,VENTURE,B,10.35,1.0,N,17.8,1
54,48907.14,586885.68,644347.04,48,Home,8.5,598,15882.06,0.324739,0.087556,0.133742,0,RENT,5.84,HOMEIMPROVEMENT,E,8.5,1.0,N,35.96,1
57,19623.9,235486.8,356262.51,48,Personal,14.35,581,9797.81,0.49928,0.22794,0.119435,0,RENT,8.55,PERSONAL,E,14.35,1.0,N,38.38,0
54,85207.03,1022484.36,2009045.57,24,Education,10.98,766,93620.96,1.098747,0.052988,0.176506,0,RENT,7.16,EDUCATION,B,10.98,1.0,N,36.16,0
50,124294.12,1491529.44,2779571.35,12,Business,12.63,687,247783.42,1.993525,0.230316,0.13915,0,OWN,5.38,VENTURE,C,12.63,1.0,N,33.32,1
44,92393.9,1108726.8,1770400.59,48,Home,9.1,706,44139.82,0.477735,0.291371,0.101172,0,RENT,3.34,HOMEIMPROVEMENT,C,9.1,1.0,N,25.63,0
40,46562.24,558746.88,390669.99,24,Home,11.78,660,18350.23,0.394101,0.170537,0.037856,0,OWN,4.55,HOMEIMPROVEMENT,D,11.78,0.69919,N,22.39,0
24,65024.35,780292.2,1444996.96,48,Education,8.5,454,35616.72,0.547744,0.084945,0.235381,1,RENT,6.0,EDUCATION,G,8.5,1.0,Y,6.27,1
26,78379.08,940548.96,518029.05,36,Personal,11.28,718,17028.59,0.217259,0.283344,0.11015,0,MORTGAGE,8.0,PERSONAL,C,11.28,0.550773,N,7.91,0
36,72676.65,872119.8,436525.36,12,Education,11.28,538,38638.88,0.531655,0.103647,0.156999,0,MORTGAGE,4.42,EDUCATION,F,11.28,0.500534,N,18.68,1
47,107801.55,1293618.6,1152097.88,24,Auto,12.08,474,54278.71,0.503506,0.106737,0.099302,0,MORTGAGE,4.48,VENTURE,G,12.08,0.890601,N,28.29,1
21,90743.32,1088919.84,1913269.6,9,Auto,10.27,795,221782.95,2.444069,0.05,0.261526,0,RENT,3.0,VENTURE,B,10.27,1.0,N,2.53,0
58,36413.78,436965.36,306182.94,24,Auto,10.66,754,14221.95,0.390565,0.113597,0.078784,0,MORTGAGE,6.31,VENTURE,B,10.66,0.700703,N,39.35,0
60,52359.42,628313.04,1198532.62,24,Personal,10.72,576,55707.27,1.06394,0.05,0.241148,0,RENT,3.09,PERSONAL,E,10.72,1.0,N,42.85,1
24,38068.24,456818.88,539708.54,12,Personal,13.43,703,48314.22,1.269148,0.13261,0.23032,1,MORTGAGE,4.52,PERSONAL,C,13.43,1.0,Y,6.77,1
24,56768.5,681222.0,862250.54,36,Auto,11.77,652,28545.52,0.502841,0.081643,0.111404,0,RENT,6.0,VENTURE,D,11.77,1.0,N,5.99,0
54,16792.49,201509.88,139342.21,12,Personal,11.97,710,12378.67,0.737155,0.170978,0.202869,0,MORTGAGE,3.43,PERSONAL,C,11.97,0.691491,N,35.04,0
28,163890.16,1966681.92,4097217.47,48,Personal,12.19,726,108268.22,0.660614,0.275122,0.165098,0,OWN,7.34,PERSONAL,C,12.19,1.0,N,10.18,1
28,32279.58,387354.96,847194.21,36,Home,10.94,731,27712.02,0.8585,0.090617,0.160222,0,OWN,10.0,HOMEIMPROVEMENT,C,10.94,1.0,N,10.55,1
28,37877.27,454527.24,688423.13,12,Home,8.81,762,60142.53,1.587827,0.193974,0.136664,0,MORTGAGE,5.23,HOMEIMPROVEMENT,B,8.81,1.0,N,10.26,0
49,54157.35,649888.2,935886.12,12,Personal,13.15,794,83656.89,1.544701,0.123352,0.182998,0,RENT,11.24,PERSONAL,B,13.15,1.0,N,30.47,1
26,22547.6,270571.2,114259.1,48,Auto,13.24,810,3078.98,0.136555,0.170653,0.047848,0,OWN,4.96,VENTURE,A,13.24,0.422288,N,6.87,0
28,42140.72,505688.64,1013580.39,9,Personal,12.35,853,118494.72,2.811881,0.05,0.227511,0,RENT,8.56,PERSONAL,A,12.35,1.0,N,9.11,1
36,57020.29,684243.48,1153501.49,36,Business,13.84,900,39335.37,0.689849,0.123068,0.116533,0,RENT,4.74,VENTURE,A,13.84,1.0,N,17.4,0
45,138578.51,1662942.12,2191789.2,60,Personal,12.18,679,48952.79,0.35325,0.13907,0.134589,0,OWN,4.16,PERSONAL,C,12.18,1.0,N,27.41,1
60,56120.3,673443.6,305881.6,36,Business,15.27,801,10643.36,0.189653,0.276242,0.06734,0,MORTGAGE,2.3,VENTURE,A,15.27,0.454205,N,40.31,0
30,40401.18,484814.16,489822.03,24,Home,10.32,662,22676.06,0.561272,0.171622,0.130968,0,RENT,1.6,HOMEIMPROVEMENT,D,10.32,1.0,N,14.18,0
31,26228.96,314747.52,126173.9,36,Education,13.33,726,4271.49,0.162854,0.087438,0.080789,0,RENT,6.07,EDUCATION,C,13.33,0.400873,N,11.35,0
42,185903.74,2230844.88,2028092.27,60,Auto,10.71,745,43807.28,0.235645,0.228997,0.040073,0,MORTGAGE,9.16,VENTURE,B,10.71,0.909114,N,24.75,0
37,53960.93,647531.16,619342.86,9,Home,9.3,738,71510.49,1.325227,0.05,0.167287,0,OWN,0.99,HOMEIMPROVEMENT,C,9.3,0.956468,N,18.27,1
45,54146.68,649760.16,1036677.52,36,Education,12.75,583,34804.3,0.642778,0.19065,0.168371,0,RENT,7.48,EDUCATION,E,12.75,1.0,N,27.05,0
30,22631.86,271582.32,127758.13,36,Personal,14.55,707,4400.96,0.194459,0.107747,0.051259,0,RENT,3.02,PERSONAL,C,14.55,0.470421,N,12.91,0
45,70604.01,847248.12,736915.17,24,Business,14.17,516,35440.24,0.501958,0.407918,0.200621,0,RENT,0.66,VENTURE,F,14.17,0.869775,N,28.52,1
58,36212.4,434548.8,502394.56,9,Education,13.3,527,58961.15,1.628203,0.05,0.102089,1,RENT,16.35,EDUCATION,F,13.3,1.0,Y,39.88,1
48,124617.49,1495409.88,1101578.19,12,Business,9.38,573,96528.79,0.774601,0.254833,0.126534,0,MORTGAGE,4.06,VENTURE,E,9.38,0.73664,N,27.14,1
50,68093.2,817118.4,902282.8,48,Business,11.74,691,23646.58,0.347268,0.127367,0.085955,0,MORTGAGE,2.69,VENTURE,C,11.74,1.0,N,32.91,0
23,55548.05,666576.6,300703.22,12,Personal,11.66,664,26669.03,0.480107,0.133487,0.090641,0,MORTGAGE,2.46,PERSONAL,D,11.66,0.451116,N,4.88,0
57,23302.55,279630.6,410470.66,36,Business,11.08,615,13453.05,0.577321,0.067998,0.149892,0,MORTGAGE,1.02,VENTURE,E,11.08,1.0,N,40.17,0
49,48585.74,583028.88,1258772.08,60,Home,10.44,782,27017.0,0.556069,0.120403,0.16502,0,RENT,8.68,HOMEIMPROVEMENT,B,10.44,1.0,N,32.71,1
46,45329.37,543952.44,306855.55,48,Auto,10.92,797,7919.56,0.174712,0.283028,0.170028,0,MORTGAGE,11.24,VENTURE,B,10.92,0.564122,N,28.51,0
27,55480.13,665761.56,1096966.43,36,Personal,12.07,560,36473.41,0.657414,0.158713,0.232738,0,OWN,7.59,PERSONAL,E,12.07,1.0,N,12.23,0
43,15803.34,189640.08,341076.32,12,Personal,11.73,695,30260.46,1.914814,0.074283,0.163425,0,MORTGAGE,5.08,PERSONAL,C,11.73,1.0,N,26.08,1
48,29859.55,358314.6,562269.8,24,Personal,12.83,616,26685.6,0.893704,0.158904,0.186147,0,OWN,4.45,PERSONAL,E,12.83,1.0,N,30.24,1
45,38271.96,459263.52,563117.79,36,Personal,11.3,778,18517.13,0.48383,0.105773,0.071976,1,RENT,2.28,PERSONAL,B,11.3,1.0,Y,26.88,0
25,69572.41,834868.92,609640.28,24,Home,10.36,578,28233.43,0.405814,0.213852,0.131464,1,MORTGAGE,7.0,HOMEIMPROVEMENT,E,10.36,0.730223,Y,9.11,1
22,16183.68,194204.16,141446.65,36,Education,12.61,514,4739.4,0.292851,0.192508,0.204963,0,MORTGAGE,1.53,EDUCATION,F,12.61,0.72834,N,4.62,0
40,118069.83,1416837.96,1388123.95,24,Auto,12.44,642,65631.46,0.55587,0.172107,0.142354,0,MORTGAGE,6.75,VENTURE,D,12.44,0.979734,N,22.13,0
49,108573.25,1302879.0,1026791.71,36,Personal,13.11,753,34652.75,0.319165,0.347094,0.060196,0,OWN,5.39,PERSONAL,B,13.11,0.788094,N,32.08,0
36,28377.67,340532.04,383779.1,12,Education,14.31,561,34514.9,1.21627,0.220456,0.157499,0,MORTGAGE,18.0,EDUCATION,E,14.31,1.0,N,20.76,1
48,226708.09,2720497.08,5000000.0,60,Home,8.5,759,102582.66,0.452488,0.312271,0.050025,1,RENT,7.46,HOMEIMPROVEMENT,B,8.5,1.0,Y,29.41,0
59,59456.94,713483.28,1105400.08,60,Personal,12.89,723,25087.55,0.421945,0.16181,0.056421,0,OWN,5.96,PERSONAL,C,12.89,1.0,N,40.46,0
56,48272.99,579275.88,1204475.01,36,Home,8.5,665,38022.31,0.787652,0.100324,0.265685,0,MORTGAGE,3.34,HOMEIMPROVEMENT,D,8.5,1.0,N,39.82,0
46,73603.97,883247.64,1598456.47,24,Personal,13.0,723,75996.45,1.032505,0.238337,0.169457,0,MORTGAGE,1.46,PERSONAL,C,13.0,1.0,N,27.46,0
50,66227.92,794735.04,1034087.29,36,Home,11.74,800,34216.72,0.516651,0.349727,0.089762,0,OWN,6.75,HOMEIMPROVEMENT,A,11.74,1.0,N,33.77,1
24,55288.68,663464.16,574657.66,36,Personal,12.79,632,19303.32,0.349137,0.266344,0.073236,0,RENT,1.29,PERSONAL,D,12.79,0.866147,N,4.99,0
24,26883.97,322607.64,618048.47,36,Auto,8.5,558,19510.27,0.725721,0.268782,0.202821,0,RENT,4.78,VENTURE,F,8.5,1.0,N,8.21,1
49,39643.93,475727.16,854186.07,24,Education,13.67,630,40878.58,1.031144,0.119081,0.116153,1,RENT,3.07,EDUCATION,D,13.67,1.0,Y,32.57,1
53,63855.47,766265.64,500048.22,48,Home,8.5,542,12325.34,0.193019,0.31216,0.101885,0,OWN,9.37,HOMEIMPROVEMENT,F,8.5,0.652578,N,36.2,1
28,85005.43,1020065.16,1409387.79,48,Auto,9.95,900,35710.08,0.420092,0.364658,0.173992,0,MORTGAGE,9.63,VENTURE,A,9.95,1.0,N,11.65,0
